t,I0,I1,S
0.0,1.0,0.0,999.0
0.02,1.0000017657704916,0.01997774164161825,999.1798162708574
0.04,1.000047013344052,0.039911611918285406,999.3596245521234
0.06,1.000135669866973,0.059802576142677394,999.5394240460704
0.08,1.0002676648171789,0.0796515960527808,999.7192139539133
0.1,1.000442929997281,0.09945962986633829,999.8989934757695
0.12000000000000001,1.000661399527769,0.11922763233503572,1000.0787618106194
0.14,1.0009230098403383,0.13895655479843444,1000.2585181562663
0.16,1.001227699671355,0.15864734523765178,1000.4382617092963
0.18,1.0015754100554524,0.17830094832879334,1000.617991665039
0.19999999999999998,1.001966084319265,0.19791830549614006,1000.7977072175272
0.21999999999999997,1.0023996680752951,0.2175003549650933,1000.9774075594572
0.23999999999999996,1.0028761092159126,0.23704803181488132,1001.1570918821486
0.25999999999999995,1.0033953579074888,0.25656226803103027,1001.3367593755047
0.27999999999999997,1.003957366584661,0.2760439925576027,1001.5164092279723
0.3,1.0045620899447307,0.2954941313492069,1001.6960406265016
0.32,1.0052094849421909,0.3149136074227803,1001.8756527565065
0.34,1.0058995107833864,0.3343033409091499,1002.0552448018243
0.36000000000000004,1.0066321289213025,0.3536642491043729,1002.2348159446757
0.38000000000000006,1.007407303050485,0.3729972465208602,1002.4143653656246
0.4000000000000001,1.0082249991020888,0.3923032449382869,1002.5938922435379
0.4200000000000001,1.0090851852390543,0.41158315345429153,1002.7733957555455
0.4400000000000001,1.0099878318514142,0.43083787853496824,1002.9528750769998
0.46000000000000013,1.010932911551727,0.45006832406515396,1003.1323293814356
0.48000000000000015,1.0119203991706374,0.46927539139851415,1003.3117578405297
0.5000000000000001,1.0129502717525651,0.48845997940743013,1003.4911596240605
0.5200000000000001,1.0140225085515187,0.5076229845326906,1003.6705338998676
0.5400000000000001,1.0151370910270363,0.5267653008329907,1003.8498798338111
0.5600000000000002,1.016294002840252,0.545887820034241,1004.0291965897316
0.5800000000000002,1.0174932298500872,0.5649914315786903,1004.208483329409
0.6000000000000002,1.0187347601095664,0.5840770226738639,1004.3877392125223
0.6200000000000002,1.0200185838622584,0.6031454783413214,1004.5669633966087
0.6400000000000002,1.0213446935388404,0.6221976814652362,1004.7461550370226
0.6600000000000003,1.022713083753786,0.6412345128407999,1004.9253132868953
