t,I0,I1,I2,S
0.0,1.0,0.01,0.01,3000.0
0.17354048198756586,1.029941728243771,0.18316115745259687,0.011195766952764117,2999.7945627413537
0.39218778825260214,1.070279151797168,0.40145642851902397,0.018226364893122408,2999.5269080232697
0.6676661319187326,1.1255705027880287,0.6776265204624705,0.034669728595500944,2999.1744644360265
1.0147470958938642,1.2029627588426868,1.0293264010563297,0.0654851761893557,2998.703661837132
1.452041708423937,1.3140154193489555,1.482459489184691,0.11735784666465647,2998.062436427268
1.952041708423937,1.4616784300842367,2.021350756075477,0.19099063300897834,2997.2535006411017
2.4520417084239368,1.6341937266934061,2.591393026806968,0.27718290213463154,2996.3503680215977
2.9520417084239368,1.834729141015661,3.2026193985548868,0.3745147807740263,2995.3374548719535
3.4520417084239368,2.0668051982290274,3.865807214544319,0.4826493488811374,2994.1973237037373
3.9520417084239368,2.3343816805704187,4.5926165349752495,0.6020197826801794,2992.9104182164365
4.452041708423937,2.6419283891990224,5.395743096123431,0.7336908957424952,2991.4547781371593
4.952041708423937,2.994499939162855,6.289087273494758,0.8792085045417719,2989.8057284681004
5.452041708423937,3.3978015370999777,7.287955602507911,1.0405806759189171,2987.9355251335032
5.952041708423937,3.858266065557146,8.409263767815911,1.2201975873925899,2985.812975254852
6.452041708423937,4.383120561674177,9.671776229054055,1.420870740212565,2983.4030137575605
6.952041708423937,4.980464377209641,11.096337760297184,1.6457875499214862,2980.6662603807576
7.452041708423937,5.659332828941726,12.706144167939172,1.8985854214094926,2977.558533966917
7.952041708423937,6.429769279910345,14.526996327427863,2.183325223302937,2974.0303565967865
8.452041708423938,7.302874937860774,16.587590180574207,2.5045881686740463,2970.0264254722697
8.952041708423938,8.290859163465386,18.91977697126659,2.867458283799611,2965.48509455758
9.452041708423938,9.40705441860962,21.558848259518847,3.2776340926368404,2960.337848630323
9.952041708423938,10.665917500697981,24.543768939449947,3.74141207625798,2954.508824596922
10.452041708423938,12.082975131441279,27.917411664073626,4.265805633577668,2947.914371808087
10.952041708423938,13.674733630833606,31.726702536037713,4.858520260880975,2940.4627233531482
11.452041708423938,15.458504121307888,36.02272745400968,5.5280697252310835,2932.0537835209493
11.952041708423938,17.45216115224137,40.860692973711636,6.283729634736486,2922.579124537451
12.452041708423938,19.673780404424196,46.29978490254168,7.135635563290464,2911.9222138935875
12.952041708423938,22.14117377922723,52.40280108802614,8.094695157896584,2899.9589873384652
13.452041708423938,24.871265730815914,59.235595844099414,9.17264560494521,2886.558802124977
13.952041708423938,27.879335995274193,66.86619772107846,10.381896265459883,2871.5859000818887
14.452041708423938,31.178080072676124,75.3636386604414,11.735514806206075,2854.9014137952963
14.952041708423938,34.7765319943627,84.79635243883088,13.246964825932602,2836.366037200279
15.452041708423938,38.67882400126699,95.23019795515931,14.92998457178625,2815.8433593546906
15.952041708423938,42.882865170403456,106.72598519248528,16.798181830830096,2793.203930913735
16.452041708423938,47.37895598041547,119.3366075448709,18.86477261230682,2768.3299739530084
16.952041708423938,52.14847506881985,133.1037153220811,21.14200631777822,2741.120693230181
17.452041708423938,57.162708201816194,148.05412249360185,23.640752708627268,2711.497951468864
17.952041708423938,62.38200844330555,164.1959782299732,26.369762797698,2679.412105716553
18.452041708423938,67.75539215705426,181.51501459915852,29.3351383713505,2644.847592402481
18.952041708423938,73.22077140554663,199.97101358092166,32.53949244002075,2607.8279081206315
19.452041708423938,78.70589753284881,219.49491087587325,35.981405156156846,2568.4194603898595
19.952041708423938,84.13014203791191,239.98674390066046,39.654622397995176,2526.7339058289963
20.452041708423938,89.40706328689305,261.31487827872706,43.54767528397343,2482.9285132811024
20.952041708423938,94.44771864284372,283.31665853129243,47.6433157794342,2437.2043574710665
21.452041708423938,99.16447921248633,305.8007790244959,51.91851399813226,2389.8021727437244
21.952041708423938,103.47512142169491,328.5512990926788,56.34433032599915,2340.9960605006563
22.452041708423938,107.30680532973932,351.33331846925773,60.88646200376273,2291.0852995606233
22.952041708423938,110.5996369030825,373.8999250308708,65.50565979367873,2240.384862343898
23.452041708423938,113.30943825784465,396.000132775876,70.1588606974388,2189.215203986916
23.952041708423938,115.40953242144761,417.3871791751266,74.80008837250465,2137.892121992499
24.452041708423938,116.89135667824661,437.826750715936,79.38202622695864,2086.717277224822
24.952041708423938,117.76395063618833,457.1044730650353,83.85716404863226,2035.9700479472128
25.452041708423938,118.05238175047121,475.0323219551183,88.1795201732523,1985.9010385010276
25.952041708423938,117.79537353356507,491.4534824776151,92.30569873375167,1936.727572892211
26.452041708423938,117.04235534327736,506.24557839235274,96.19643407767389,1888.6311121719557
26.952041708423938,115.85027986545266,519.3220959280716,99.81725020352219,1841.7565817355019
27.452041708423938,114.28042590592774,530.632217979089,103.13958768377708,1796.2132518677477
27.952041708423938,112.39547075829836,540.1591410032103,106.14088715850087,1752.0769667449306
28.452041708423938,110.25693641458459,547.9172843019347,108.80521774297027,1709.3932475893712
28.952041708423938,107.92316824586463,553.9485721549705,111.12277052072987,1668.1810534475642
29.452041708423938,105.44781442392642,558.3182507751351,113.09006248123345,1628.4367557886285
29.952041708423938,102.87885836475535,561.110390411075,114.70895433746239,1590.1382130515217
30.452041708423938,100.25807641408974,562.4234832468608,115.98660081411214,1553.248597666446
30.952041708423938,97.62092452757658,562.3661757990335,116.93416494533548,1517.7199979897637
31.452041708423938,94.99668390997017,561.0534580490985,117.56670992467534,1483.496539749754
31.952041708423938,92.4088742242307,558.6032163809869,117.90177354109689,1450.5171680849523
32.452041708423934,89.87575850243338,555.1333999207461,117.95936691109934,1418.7178888322564
32.952041708423934,87.41098400824495,550.7595930599698,117.76052438526871,1388.0336950611756
33.452041708423934,85.02418999925221,545.5932114320395,117.32752013785785,1358.3999892770637
33.952041708423934,82.72167254648282,539.7400276910346,116.68244953431991,1329.7537839718143
34.452041708423934,80.50694036735283,533.2992542779849,115.8477207481701,1302.0344698660233
34.952041708423934,78.38129689568386,526.3628249357081,114.84467266566304,1275.1844755057054
35.452041708423934,76.34427470395045,519.0151454626996,113.69435900315982,1249.1495651796367
35.952041708423934,74.39409869332258,511.3329011867543,112.41617326022522,1223.8791354788366
36.452041708423934,72.52798462565788,503.3852578014204,111.02892053336872,1199.3262023250657
36.952041708423934,70.74248798389648,495.23398857317153,109.5494014679851,1175.4474787790205
37.452041708423934,69.03368019310801,486.93394563576936,107.99375939324445,1152.2031722636807
37.952041708423934,67.39740571038976,478.53334648443206,106.3759684228487,1129.556949129333
38.452041708423934,65.82935947075546,470.074384954863,104.70944587661178,1107.4756257305014
38.952041708423934,64.32527908240966,461.5935643160587,103.00538971420056,1085.9290913120126
39.452041708423934,62.8809470890204,453.1223622350851,101.27465398153979,1064.8899461234744
39.952041708423934,61.49234276844332,444.68753803322414,99.5258836368717,1044.3334282242358
40.452041708423934,60.15558859596072,436.31180162261734,97.7676607511898,1024.2370294043003
40.952041708423934,58.86708141934152,428.0140524821312,96.00638787519793,1004.5804533090086
41.452041708423934,57.62339723278374,419.81002815379327,94.24872305427745,985.3452245442104
41.952041708423934,56.421416680478266,411.7124528744894,92.49916475503656,966.5146936295839
42.452041708423934,55.2581974026788,403.7316582427633,90.7628035775467,948.073644637316
42.952041708423934,54.13110483477155,395.87563214663146,89.04256180365533,930.0083552305878
43.452041708423934,53.03765747475493,388.1506147817138,87.3422988103236,912.3062019278718
43.952041708423934,51.97567102040912,380.56104564744743,85.66365638824055,894.9557794355533
44.452041708423934,50.943078956310885,373.11014421094166,84.00956344307075,877.9464988669075
44.952041708423934,49.938096117732115,365.7997560967598,82.3806344539559,861.2687686459593
45.452041708423934,48.95901483804005,358.6309309392562,80.77912741145664,844.9135788070091
45.952041708423934,48.00439285146129,351.6036698187311,79.20483729768026,828.8727451646071
46.452041708423934,47.07282366787865,344.7175143860648,77.65956970785226,813.1384715319479
46.952041708423934,46.16315313198081,337.97119704492417,76.14246417416464,797.7036591092469
47.452041708423934,45.274221511778244,331.3632560566886,74.65505489574964,782.5614376610756
47.952041708423934,44.40511285847689,324.8915885537661,73.195950177974,767.7055428483828
48.452041708423934,43.5548653568233,318.55410655427534,71.76656146541282,753.1298068219182
48.952041708423934,42.722757760601525,312.3481909983251,70.36505514185826,738.8286073153449
49.452041708423934,41.90798374575606,306.27140374200445,68.99284190520859,724.7963075716121
49.952041708423934,41.10998005100167,300.3208386576451,67.64770562111457,711.0277823143487
50.0,41.034292013353266,299.7566249227934,67.52019948567333,709.7208184821844
